policy_id,source_section,source_start,source_end,source_sha256,target_path,target_start,target_end,read_before,source_preservation,semantic_review,enforcement
P001,Qello Repository Agent Contract,3,3,50ce8491c235c3591dc05e1c72054ddce080a7fd6811d10d0c2643396951a457,AGENTS.md,3,3,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P182,4.5 AWS 설계 검토 영역,285,285,2521ae9cfe31159cd0842e99270d999da64763a8122e8885d5bdca3767654a33,AGENTS.md,268,268,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P183,4.6 Terraform State,289,289,411c125a46b6bb00a96e2426ce48de4e2ffa9c4ccefbd8e29234f7c563b19c95,AGENTS.md,272,272,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P184,4.6 Terraform State,291,291,8e9e59f116836a44bad26f1c8908f2d0f938b8ab792fc7324518e6649471adf0,AGENTS.md,274,274,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P185,4.6 Terraform State,293,293,47b8db7b3d1ec4e1b93053a276d75cb9f49617bedfc0233137a5710dc4ce17b0,AGENTS.md,276,276,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P186,4.6 Terraform State,294,294,e251a311c765e02a6b78ba6223fe911f0bac8557c8959a07060946fafe081d34,AGENTS.md,277,277,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P187,4.6 Terraform State,295,295,3a97ff2201fd9610233f195085fb32fe9c8351441996a0ad86cf03daeef8f744,AGENTS.md,278,278,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P188,4.6 Terraform State,296,296,46276461f7560ed6bf1018a47e471f22114556081076c80bdbd5a009fb3a8cc4,AGENTS.md,279,279,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P189,4.6 Terraform State,297,297,096a3a36ab966003fb290e63ac9ae76630b295d9ab187e3d4e59f91bc8cf6c35,AGENTS.md,280,280,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P190,4.6 Terraform State,298,298,eb70c3a869c862f7b9402a1690b39a93f43f80e242c22a5089cca501fc46a542,AGENTS.md,281,281,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P191,4.6 Terraform State,299,299,2fb94046c0a3a859fa8c0284d26194c438255d906f51f59570504e863407ad4f,AGENTS.md,282,282,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P192,4.6 Terraform State,300,300,008acc80dfa7e53105c917bb1023e650280f877d95403f507f904701cec5ad47,AGENTS.md,283,283,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P193,4.6 Terraform State,301,301,1d822ad0527d5f9a39f96256aec1cdbbdd71e3299e046fe912e812cec3288fe4,AGENTS.md,284,284,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P194,4.6 Terraform State,302,302,9711d14129fe8c6999eac560ad57c543794949616e96f5f298d98467ad85071f,AGENTS.md,285,285,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P195,4.6 Terraform State,304,304,174c0f5809ba82d332fb5414c7b7a6c3a256924aa34d61ea5e56c250e84f5859,AGENTS.md,287,287,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P196,4.6 Terraform State,306,306,98085e254bf1cd3e61e4fa4d8d47861fe4382e821e3c0b48101ecacaaf26fa1d,AGENTS.md,289,289,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P197,4.6 Terraform State,308,313,c74754deaa78226c05383badab8a71032be90f68027bb0e1ea4947aa6e6f4879,AGENTS.md,291,296,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P198,4.6 Terraform State,315,315,8eaba321e1d81176cf1e12feb688194ba4af456e186656e1aa1ac7257db41b34,AGENTS.md,298,298,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P199,4.7 Terraform plan,319,319,aec10c8bf5b98cc8ed6d542f8d09bd5fbf840c6fcb86139e6620c255d4040a7e,AGENTS.md,302,302,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P200,4.7 Terraform plan,321,321,771d9d4af0b0b333cd7f11c9e8dfce672ae04f7ab6b7e9a10a8fed4200e7e162,AGENTS.md,304,304,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P201,4.7 Terraform plan,322,322,31849beed54594dfe51a7c4cdea5cf0d36255eb30361650ce132622a9868abbf,AGENTS.md,305,305,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P202,4.7 Terraform plan,323,323,784f7c8fa48699c707c9b63bbd80bfddca72af5c44c0032d8eac37cc1a6ff668,AGENTS.md,306,306,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P203,4.7 Terraform plan,324,324,de77e6fb2b0800a9d15a5ab790d468464391edd63733ddc0ad9da4a05f252acb,AGENTS.md,307,307,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P204,4.7 Terraform plan,325,325,5958cb9662d016dff5fef4621cd25f6ae9030892d966e2e27dbc534005f8e232,AGENTS.md,308,308,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P205,4.7 Terraform plan,326,326,c9fe912f75eea5798dfcf1da28cbd8f17075df1d303bc5a9c5be89903cbe266a,AGENTS.md,309,309,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P206,4.7 Terraform plan,328,328,a661857618e5fa55aad77ec8ba713338e1bfeac2ea3962d88e5a17adc991be10,AGENTS.md,311,311,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P207,4.7 Terraform plan,330,342,4ee0d3459762d95307b97cda0010b00ab3fbc970d752d4f50a336673478a19a4,AGENTS.md,313,325,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P208,4.7 Terraform plan,344,344,895715631845c770b3400a5a433fa542519ea289912adc5f84c26c67e9d23822,AGENTS.md,327,327,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P209,4.8 Apply 게이트,348,348,898a8565116e5b47d138843b6467ff7387e4be0420b67511ca9ace9014f16344,AGENTS.md,331,331,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P210,4.8 Apply 게이트,350,350,3bf4ad98b8da03a3a38d737c9a02d0a3bd3bfae1c0d1b5deb2e437ab38c7b301,AGENTS.md,333,333,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P211,4.8 Apply 게이트,352,352,9829930c465ad3d55b3f646c88f69dd2c947f4712c1a4d8a2cfd33963f42f846,AGENTS.md,335,335,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P212,4.8 Apply 게이트,354,354,339f75b663386c093c2a48da8a05e5618877bd00a22fe9fafb57456e273d44bd,AGENTS.md,337,337,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P213,4.8 Apply 게이트,355,355,06302f7f5178ff2345fd5fba4d6c6d4998aa70a3a6a03ce60cb8240eec5e9b76,AGENTS.md,338,338,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P214,4.8 Apply 게이트,356,356,7380fc74abbe7e378375564c5dd211b332697b4d2d8c0e54e88e0b93a6d5283e,AGENTS.md,339,339,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P215,4.8 Apply 게이트,357,357,47b7cb11f8c5a887ebda5dcf9e359b4b64d9abf854ce37453673523f24662bee,AGENTS.md,340,340,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P216,4.8 Apply 게이트,358,358,9163fc68d33bdd27993e04d161032900a2c5331acaa7702b63db440efb11bdea,AGENTS.md,341,341,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P217,4.8 Apply 게이트,359,359,b02ddc85da04280eef8c2cdafb3abae6c278e43423918e25e11cd326aac6457f,AGENTS.md,342,342,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P218,4.8 Apply 게이트,360,360,7b2a1294a95be237c43ca9843f76046e577f3b7d5f98315d8756c07aa1981af7,AGENTS.md,343,343,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P219,4.8 Apply 게이트,361,361,e5702dfa442a4f5898e865bcc6431ad86d10ff24d20b40aad2ea761c7decaf61,AGENTS.md,344,344,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P220,4.8 Apply 게이트,362,362,f18e1abe6026f4c1f994855fc29cae7a1acc3ba55a8f14b0070814d16070714a,AGENTS.md,345,345,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P221,4.8 Apply 게이트,363,363,561cd71b706a78d4bc7b4b163dd652efcdf4747b20c5ad3d4c72ff729c9acdba,AGENTS.md,346,346,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P222,4.8 Apply 게이트,365,365,9efa82075f82f56e893f2b3680eb381c9215b5d08ca7c69c294b52921bd3cb19,AGENTS.md,348,348,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P223,4.8 Apply 게이트,367,367,d33b7e7be1414072711c22fe7ae74a27c784bf1297adebcce56d97a0fbb7c16c,AGENTS.md,350,350,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P224,4.9 AWS 인증,371,371,8d94f2cc9c8fcb36771b7a1e462cccdac532c18bec48b13b608a4f8725058b9b,AGENTS.md,354,354,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P225,4.9 AWS 인증,372,372,09432991dced4b984e4fde2127dac8ec3dd72911e29c87453a1c302c620750b3,AGENTS.md,355,355,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P226,4.9 AWS 인증,373,373,c8b43d3b40d7d08612d28cf994b6f7bcc5b2544e4a39287a400400b2cdd7d051,AGENTS.md,356,356,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P227,4.9 AWS 인증,374,374,84f8ef43d0f29f305eb25453cd256f9d7be34c185f142a3bf8916ca8ae82dd7b,AGENTS.md,357,357,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P228,4.9 AWS 인증,375,375,2f41c1b02912a2850900b580c07f9b797408871dfd8c2ebf2cc1ba8af749bf59,AGENTS.md,358,358,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P229,4.9 AWS 인증,376,376,57f7a39b27d198872702489daac02842518e48c7348c3806fa785e99eb17ee5c,AGENTS.md,359,359,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P230,4.10 민감정보,380,380,0d95c6560f904a8dfc6d0e04488dd81bf5f0797a6dd260acfd8a826d0dcbef9d,AGENTS.md,363,363,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P231,4.10 민감정보,382,382,cbbc99b5373d7705e01ddf80703171a4e8c958ca6c8a6dd53a49b0080f5d1889,AGENTS.md,365,365,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P232,4.10 민감정보,383,383,7a5e7150e26daa3e29b4aa7fcb7f121cade8f3c05415961011ad39b9164cdfc2,AGENTS.md,366,366,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P233,4.10 민감정보,384,384,084332c582d3d45a0e76f2de34968e137d6361f69a7e711297ae0852de05e474,AGENTS.md,367,367,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P234,4.10 민감정보,385,385,6801968844cdcb0eba7bcce7de5f3a41ca27e17d652199228eee86e5e6c62947,AGENTS.md,368,368,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P235,4.10 민감정보,386,386,aa4f475834f38a3c41861065e6d3a627dbaba0f908fb41b14b7844fa164cb1f1,AGENTS.md,369,369,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P236,4.10 민감정보,387,387,b063dcb43d620fe8d5cbc9a1cd707c7fc28da45fab8f2b33febfc2e8fcdcb1f8,AGENTS.md,370,370,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P237,4.10 민감정보,388,388,06e842a104e965b1b7da574712dcbad3eb6997ddf7a46a8b8e410cfb67641952,AGENTS.md,371,371,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P238,4.10 민감정보,389,389,d11bd58cf492a302ba6385de8da441f9295ca6c7bf89862b17fc78013e9c6aa0,AGENTS.md,372,372,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P239,4.10 민감정보,390,390,1466dc8c551d3f89c2dbe31d54c0419e040c384d29a43c6bf55e0ac931186367,AGENTS.md,373,373,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P240,4.10 민감정보,391,391,65625671705f03d99f27a2caa485d6f857174addad6d05a9501a62132d22d6d6,AGENTS.md,374,374,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P241,4.10 민감정보,392,392,8bd491a3b7423d9423ed4d337a160313a30150d4a6afc99a3de7b0c9c399a949,AGENTS.md,375,375,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P242,4.10 민감정보,393,393,5aedf7241fb7cb7e0f46efaa14fbc707653d901a658f0d689cf4753ac135f852,AGENTS.md,376,376,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P243,4.10 민감정보,394,394,6eb214bfc052740795e85ac64e340ebe1208180f5f8de79f036c1d0074a9430d,AGENTS.md,377,377,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P244,4.10 민감정보,396,396,488c9884df9e6f9398099befd4c35d5c58c67f3e75408debfb7bea97516135bb,AGENTS.md,379,379,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P245,4.10 민감정보,398,402,a25f4639d1a0f4e5856aa7aadc49958298ae596fefbbbe1f3ff4aad8d7b831fd,AGENTS.md,381,385,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P246,5. Terraform 주석 규칙,406,406,b035c5cdf6b9f9f5d0a30b9466e0aaad4790f1047033f2add52242c2aad939ff,AGENTS.md,389,389,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P247,5.1 주석이 필요한 경우,410,410,c6354eb968f965af2e85bb1bb3fbb383277f81b2b6b8142156c835a34619863c,AGENTS.md,393,393,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P248,5.1 주석이 필요한 경우,412,412,d713c04bd2fbc035276f23f144308dcf1c988dddaf137bc92f2d32f1e982fc75,AGENTS.md,395,395,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P249,5.1 주석이 필요한 경우,413,413,0352bac7d0d813f2aa5e64ca7efabee1e5c4becdf0091295219f039311cc2829,AGENTS.md,396,396,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P250,5.1 주석이 필요한 경우,414,414,f4018ad2c98183c5c6b0b5647af464000a03bca79e1249793b38f50805fb7a0a,AGENTS.md,397,397,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P251,5.1 주석이 필요한 경우,415,415,fdcee81fd147b76d039bda97f07b1b824e16cf29811ca924108dbde53259f9f4,AGENTS.md,398,398,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P252,5.1 주석이 필요한 경우,416,416,2c14c0246f8cd99300bb8079df771522bd662412f1f671670ea9287ece8ce346,AGENTS.md,399,399,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P253,5.1 주석이 필요한 경우,417,417,1f6ace36be6b5dc14b5893b5b3e8e9346472396bed369ae6300c3bed64eb5d5f,AGENTS.md,400,400,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P254,5.1 주석이 필요한 경우,418,418,e1340687f686784c72a5ddcbd53cbeba1f07dbd0b98fd908b950497976065182,AGENTS.md,401,401,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P255,5.1 주석이 필요한 경우,419,419,705c7e809e1e30e599755b22059daff9cbc8a9f5d40a79c0ed177c0a32ab7024,AGENTS.md,402,402,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P256,5.1 주석이 필요한 경우,420,420,818d4a97a0a8ab7ffd25dc792b51807984dee888d8124f832261ad623db15463,AGENTS.md,403,403,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P257,5.1 주석이 필요한 경우,421,421,fda987306327fe2ac2ee1c6a59f60472d6009470d6a8df2048641ec7653efcbb,AGENTS.md,404,404,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P258,5.1 주석이 필요한 경우,422,422,8c41ac607bcccf43db0bece8f8feb81453c357596a9281c9197b3b1f18f6d3a4,AGENTS.md,405,405,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P259,5.1 주석이 필요한 경우,423,423,22ebe143fbb22c83d479c129f34e1e37660b9cac0bce16c25d7ee701d084c6d4,AGENTS.md,406,406,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P260,5.1 주석이 필요한 경우,424,424,9437647eac42d11bc5ab295618da9f8123887d0c6ba159206093d5675b6ab2e4,AGENTS.md,407,407,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P261,5.1 주석이 필요한 경우,425,425,ad19eaa2b8bdac99b6e69911b898f4011a661ac05464af1c8ddaaf79c39c0808,AGENTS.md,408,408,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P262,5.2 작성하지 않는 주석,429,429,712aa274baf252c6fc5037ef3a96cd507b3a06262a46c0d8fd38e05c0544ef12,AGENTS.md,412,412,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P263,5.2 작성하지 않는 주석,431,431,ec128213326ca390818651f2bdeeb32f385d28a5b3d5fd52ae1161585bcbc551,AGENTS.md,414,414,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P264,5.2 작성하지 않는 주석,433,443,559be09709345529691dda6fccdc3acbf8910b1bb19a07b0642a871d335b240e,AGENTS.md,416,426,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P265,5.2 작성하지 않는 주석,445,445,61704c5fc613672e0ff6f75b5f6e02a688ba29d29aeeda38be01332fb2787173,AGENTS.md,428,428,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P266,5.3 설계 의도 주석,449,449,6cb32e44429fa1ba36b4d18b3a1ded7fb5ed6c3d68a003ca4ed92e6ec1d243b3,AGENTS.md,432,432,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P267,5.3 설계 의도 주석,451,456,ffc40613d42b0e5a2ef893e3914e4d63837d916ded2cd403a0162bd8b109ee43,AGENTS.md,434,439,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P268,5.3 설계 의도 주석,458,458,54d07c9134074bc6cfb0d7a177d4188f8795d43ec7121bed8ad121063e96ebe2,AGENTS.md,441,441,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P269,5.3 설계 의도 주석,460,465,fe2b2a04a0f836359284cc0fddc7709ef26409da6e0d9434571b35f6d061639d,AGENTS.md,443,448,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P270,5.3 설계 의도 주석,467,467,25c38db210bfb984a78cc197e49b831b50295ef42327af05d50c35b5a032f769,AGENTS.md,450,450,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P271,5.3 설계 의도 주석,469,474,eaf43f9f22e4d4cb9898c75e59d8173edc454a1b122d3aa01373add2a8f6657a,AGENTS.md,452,457,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P272,5.4 `depends_on`,478,478,ed22c9599527607baec911ad08df4611b6da799b18e670d261a4e5a381dc2168,AGENTS.md,461,461,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
P273,5.4 `depends_on`,480,480,2b607a1f92062cf45a5810344694cfcafd2ecbc303c54574d73bcc73d0148db7,AGENTS.md,463,463,session start,EXACT_MATCH,INDEPENDENT_STATIC_REVIEW_PASS; see gh-227-verification.md; runtime not implied,source/links checked; behavior and remote enforcement not implied
